0.200000	4.029588	0.000747	4.030176	0.000747
0.100000	4.011270	0.000743	4.011678	0.000743
0.050000	4.005849	0.000742	4.005864	0.000742
0.033333	4.005109	0.000742	4.004508	0.000742
0.020000	4.004061	0.000742	4.004109	0.000742
0.010000	4.003576	0.000742	4.003133	0.000742
